ppid,brand,stars,category
P292507,Alterna Haircare,3.614,Hair:Shampoo & Conditioner:Shampoo
P375257,T3,5.0,Hair:Hair Tools:Hair Accessories
P412050,Ellis Brooklyn,5.0,Fragrance:Women:Lotions & Oils
P384537,Algenist,4.3587,Skincare:Moisturizers:Moisturizers
P397217,Klorane,3.6,Hair:Shampoo & Conditioner:Shampoo
P403417,Sephora Collection,4.25,Tools & Brushes:Accessories:Makeup & Travel Cases
P385017,Ghd,4.125,Hair:Hair Styling & Treatments:Hair Styling Products
P386036,Urban Decay,3.0621,Makeup:Eye:Eyeliner
P410201,Ouai,5.0,Hair:Shampoo & Conditioner:Shampoo
P398795,Giorgio Armani Beauty,5.0,Fragrance:Men:Bath & Shower
P406542,The Estée Edit,4.3292,Skincare:Eye Care:Eye Creams & Treatments
P405142,Bareminerals,4.4545,Skincare:Moisturizers:Moisturizers
P86616,Make Up For Ever,4.1635,Makeup:Eye:Eyeshadow
P408123,Say Hello To Sexy Legs,5.0,Makeup:Body & Camouflage Makeup
P406941,Clarins,3.575,Skincare:Moisturizers:Moisturizers
P418553,Nest,0.0,Fragrance:Candles & Home Scents
P411508,Milk Makeup,3.8918,Makeup:Face:Highlighter
P408984,Kate Spade New York,4.0,Fragrance:Women:Lotions & Oils
P380959,Clean,3.5,Fragrance:Women:Lotions & Oils
P412048,Ellis Brooklyn,0.0,Fragrance:Women:Perfume
P270569,Bobbi Brown,4.4434,Makeup:Eye:Eyeshadow
P384964,Benefit Cosmetics,3.4894,Makeup:Face:Setting Spray & Powder
P385745,Givenchy,3.9358,Makeup:Eye:Eyeshadow
P400920,Black Up,4.0556,Makeup:Face:Face Primer
P312114,Tarte,3.7854,Makeup:Face:Concealer
P297511,Origins,3.8372,Skincare:Eye Care:Eye Creams & Treatments
P397506,Buxom,4.5169,Makeup:Eye:Eye Palettes
P402730,Origins,4.0,Skincare:Eye Care:Eye Creams & Treatments
P270566,Bobbi Brown,4.527,Makeup:Lip:Lip Liner
P410484,Igk,4.2353,Hair:Shampoo & Conditioner:Shampoo
P410766,Givenchy,4.8571,Makeup:Eye:Eyebrow
P380558,Giorgio Armani Beauty,4.4444,Fragrance:Men:Body Sprays & Deodorant
P376892,Hourglass,4.5,Makeup:Lip:Lip Liner
P407062,Dphue,4.5455,Hair:Shampoo & Conditioner:Shampoo
P410516,Make Up For Ever,4.6426,Makeup:Lip:Lipstick
P409055,Earth’S Nectar,3.0,Hair:Shampoo & Conditioner:Conditioner
P410765,Givenchy,4.4211,Makeup:Eye:Eyebrow
P380546,Chloé,4.6667,Fragrance:Women:Lotions & Oils
P403800,Tarte,3.4494,Makeup:Lip:Lipstick
P406023,Sephora Collection,3.7619,Hair:Hair Tools:Hair Accessories
P396279,Michael Kors,5.0,Fragrance:Men:Cologne
P313026,Sephora Collection,4.1636,Makeup:Brushes & Applicators:Eye Brushes
P399012,Burberry,4.6786,Makeup:Lip:Lipstick
P391637,Skin Inc.,3.375,Skincare:Treatments:Face Serums
P404807,Milk Makeup,3.7935,Makeup:Eye:Eyeshadow
P4095,Calvin Klein,,
P400104,Lancer,4.4286,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P393151,Tom Ford,4.5217,Fragrance:Women:Perfume
P211343,Olehenriksen,4.434,Skincare:Cleansers:Face Wash & Cleansers
P390202,Tocca,0.0,Fragrance:Women:Bath & Shower
P381714,Laura Mercier,4.2476,Makeup:Face:Foundation
P405267,Bvlgari,0.0,Fragrance:Women:Lotions & Oils
P400910,Black Up,3.9167,Makeup:Face:Contour
P406621,Bobbi Brown,3.9231,Makeup:Face:Highlighter
P404756,Maison Margiela,3.8377,Fragrance:Women:Perfume
P280505,Bumble And Bumble,3.907,Hair:Shampoo & Conditioner:Conditioner
P397113,Klorane,4.0833,Hair:Hair Styling & Treatments:Hair Masks
P385741,Shiseido,4.4,Makeup:Face:Foundation
P286205,Make Up For Ever,4.061,Makeup:Eye:Eyeliner
P410483,Igk,4.0417,Hair:Shampoo & Conditioner:Conditioner
P413931,Bite Beauty,4.6389,Makeup:Lip:Lip Gloss
P415641,Hourglass,4.6129,Makeup:Lip:Lipstick
P416417,Marc Jacobs Beauty,4.6744,Makeup:Eye:Eyeliner
P417911,Tarte,3.4286,Makeup:Cheek:Highlighter
P270557,Bobbi Brown,4.4554,Makeup:Brushes & Applicators:Face Brushes
P400006,Phyto,3.4167,Hair:Shampoo & Conditioner:Shampoo
P399337,Drybar,3.913,Hair:Hair Styling & Treatments:Hair Styling Products
P393173,Tom Ford,5.0,Fragrance:Women:Lotions & Oils
P380954,Laura Mercier,5.0,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P178409,Fresh,4.3,Bath & Body:Body Moisturizers:Body Lotions & Body Oils
P397891,Klorane,4.0,Hair:Shampoo & Conditioner:Conditioner
P394166,Surratt Beauty,4.2,Makeup:Face:Concealer
P401784,Becca,4.4854,Makeup:Face:Highlighter
P395363,Sephora Collection,3.6154,Makeup:Eye:False Eyelashes
P400708,Clinique,4.1,Makeup:Lip:Lip Liner
P407931,Kevyn Aucoin,5.0,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P380964,Hermès,2.3333,Fragrance:Women:Lotions & Oils
P407872,Kat Von D,4.166,Makeup:Eye:Eye Palettes
P376714,Tom Ford,4.2857,Fragrance:Men:Cologne
P397044,Gloss Moderne,3.85,Hair:Shampoo & Conditioner:Shampoo
P208012,Sephora Collection,4.1538,Makeup:Brushes & Applicators:Brush Cleaners
P379320,Sephora Collection,3.7386,Makeup:Face:Concealer
P385598,Sephora Collection,4.0417,Hair:Hair Tools:Hair Brushes & Combs
P417986,Sephora Collection,5.0,Makeup:Eye:Eyebrow
P270574,Bobbi Brown,4.5647,Makeup:Brushes & Applicators:Face Brushes
P405293,Milk Makeup,3.4545,Makeup:Accessories:Makeup Removers
P417178,Jo Malone London,5.0,Fragrance:Women:Perfume
P414794,Dior,0.0,Skincare:Moisturizers:Moisturizers
P111902,Tarte,4.2318,Makeup:Eye:Mascara
P129704,Givenchy,3.9111,Makeup:Eye:Eyeliner
P380971,Clean,3.8,Fragrance:Women:Lotions & Oils
P395101,Sephora Collection,4.1,Makeup:Face:Contour
P410504,Anastasia Beverly Hills,3.3454,Makeup:Face:Foundation
P380626,Hermès,0.0,Fragrance:Men:Bath & Shower
P378100,Make Up For Ever,4.8462,Makeup:Brushes & Applicators:Face Brushes
P34109,Sephora Collection,4.4409,Hair:Hair Tools:Hair Accessories
P380956,Tocca,4.25,Fragrance:Women:Lotions & Oils
P403817,Clinique,3.6301,Skincare:Eye Care:Eye Creams & Treatments
P390987,Clinique,4.8,Skincare:High Tech Tools:Cleansing
P313009,Sephora Collection,4.5877,Makeup:Brushes & Applicators:Face Brushes
P409525,Tarte,4.5614,Makeup:Face:Contour
P409982,Tarte,5.0,Makeup:Brushes & Applicators:Face Brushes
P393408,Giorgio Armani Beauty,4.2353,Makeup:Face:Concealer
P416930,Guerlain,0.0,Fragrance:Women:Lotions & Oils
P112814,Bvlgari,4.5375,Fragrance:Women:Perfume
P391918,Make Up For Ever,4.7778,Makeup:Makeup Palettes
P401459,Christophe Robin,3.7857,Hair:Shampoo & Conditioner:Shampoo
P394943,Nest,5.0,Fragrance:Women:Lotions & Oils
P402036,Huda Beauty,3.794,Makeup:Eye:False Eyelashes
P61003,Bareminerals,4.6155,Makeup:Face:Foundation
P270542,Bobbi Brown,3.9628,Makeup:Lip:Lip Gloss
P411849,Ilia,4.75,Makeup:Lip:Lipstick
P417181,Jo Malone London,4.8,Fragrance:Women:Perfume
P380974,Clean,3.8333,Fragrance:Women:Bath & Shower
P404776,Make Up For Ever,4.6316,Makeup:Cheek:Cheek Palettes
P377612,Cover Fx,3.5452,Makeup:Face:Face Primer
P380638,Philosophy,4.4091,Fragrance:Women:Bath & Shower
P401165,T3,4.75,Hair:Hair Tools:Curling Irons
P398850,Tom Ford,4.1429,Fragrance:Women:Lotions & Oils
P399609,Tom Ford,1.0,Men:Fragrance:Deodorant for Men
P407402,Kate Somerville,3.5882,Skincare:Cleansers:Face Wash & Cleansers
P414034,Laura Mercier,3.8366,Makeup:Face:Setting Spray & Powder
P398534,Ouidad,4.75,Hair:Shampoo & Conditioner:Conditioner
P411039,Guerlain,4.5238,Makeup:Face:Concealer
P398965,Aerin,4.4127,Makeup:Lip:Lip Balm & Treatment
P399112,Philosophy,3.9348,Skincare:Moisturizers:Night Creams
P412329,Make Up For Ever,2.5,Makeup:Brushes & Applicators:Brush Sets
P402931,Sephora Collection,3.8421,Tools & Brushes:Accessories:Mirrors & Sharpeners
P393986,Sephora Collection,4.2207,Tools & Brushes:Makeup Brushes & Applicators:Sponges & Applicators
P384903,Tweezerman,4.7391,Makeup:Eye:Eyebrow
P417987,Sephora Collection,4.5,Makeup:Face:Face Primer
P404798,Milk Makeup,3.75,Makeup:Face:Highlighter
P379922,Dior,4.5517,Makeup:Brushes & Applicators:Face Brushes
P375982,Becca,4.683,Makeup:Cheek:Blush
P393632,Cover Fx,3.7228,Makeup:Face:Contour
P386462,Bumble And Bumble,4.1726,Hair:Shampoo & Conditioner:Conditioner
P397380,Tarte,4.3053,Makeup:Brushes & Applicators:Face Brushes
P208603,Benefit Cosmetics,4.1396,Makeup:Face:Concealer
P8850,Stila,,
P393369,Sephora Collection,3.3961,Makeup:Eye:Eyebrow
P300705,Korres,3.7226,Makeup:Face:Face Primer
P407046,Madam C.J. Walker Beauty Culture,4.0,Hair:Hair Styling & Treatments:Hair Styling Products
P418600,Urban Decay,0.0,Skincare:Cleansers:Exfoliators
P286403,Fresh,4.4286,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P122739,Clinique,4.3024,Makeup:Lip:Lip Balm & Treatment
P385453,Clearogen,4.04,Skincare:Treatments:Blemish & Acne Treatments
P406567,Dior,4.3,Makeup:Face:Setting Spray & Powder
P400558,Christian Louboutin,4.4706,Makeup:Lip:Lipstick
P403807,Marc Jacobs Beauty,3.75,Makeup:Eye:Mascara
P406006,The Estée Edit,3.4118,Makeup:Eye:Eyeliner
P411832,Natasha Denona,3.8,Makeup:Eye:Eye Primer
P410748,Benefit Cosmetics,4.5333,Makeup:Eye:Eyebrow
P417913,Sephora Collection,5.0,Makeup:Brushes & Applicators:Face Brushes
P395641,Foreo,4.6,Skincare:High Tech Tools:Teeth Whitening
P122345,Narciso Rodriguez,4.4296,Fragrance:Women:Perfume
P398007,Sephora Collection,4.1471,Makeup:Eye:Eyebrow
P283509,Benefit Cosmetics,3.8561,Skincare:Eye Care:Eye Creams & Treatments
P267310,Givenchy,4.1353,Makeup:Eye:Mascara
P401608,Clinique,4.5,Skincare:Cleansers:Toners
P404710,Dior,3.4262,Makeup:Lip:Lip Liner
P408311,Benefit Cosmetics,4.3481,Makeup:Eye:Eyebrow
P409845,Clinique,4.4118,Makeup:Face:Setting Spray & Powder
P393113,Sephora Collection,3.1667,Makeup:Brushes & Applicators:Face Brushes
P398949,Michael Kors,5.0,Fragrance:Men:Bath & Shower
P412084,Moroccanoil,3.625,Hair:Shampoo & Conditioner:Conditioner
P397913,Stila,3.161,Makeup:Eye:Eyeliner
P378304,Sachajuan,4.2105,Hair:Shampoo & Conditioner:Shampoo
P379126,Cover Fx,4.6857,Makeup:Cheek:Bronzer
P419268,Pretty Vulgar,5.0,Makeup:Face:Foundation
P380566,Clinique,3.0,Fragrance:Women:Lotions & Oils
P395719,Korres,4.5057,Skincare:Treatments:Facial Peels
P411847,Natasha Denona,5.0,Makeup:Face:Highlighter
P417220,Jo Malone London,0.0,Fragrance:Candles & Home Scents
P412348,Viseart,4.2,Makeup:Cheek:Cheek Palettes
P281411,Sephora Collection,4.3486,Makeup:Lip:Lip Stain
P232910,Kate Somerville,4.1097,Skincare:Moisturizers:Moisturizers
P391656,Clean,4.0,Fragrance:Women:Rollerballs & Travel Size
P416785,Giorgio Armani Beauty,3.6456,Makeup:Face:Foundation
P407435,Urban Decay,4.4167,Makeup:Cheek:Bronzer
P406537,The Estée Edit,3.7459,Makeup:Accessories:Makeup Removers
P393852,Ciaté London,4.2857,Makeup:Cheek:Blush
P417349,Natasha Denona,3.0,Makeup:Eye:Eyebrow
P407067,Dphue,4.2857,Hair:Shampoo & Conditioner:Conditioner
P395361,Sephora Collection,3.6304,Skincare:Cleansers:Makeup Removers
P389120,Sephora Collection,4.7993,Makeup:Brushes & Applicators:Brush Cleaners
P410846,Aerin,3.3333,Fragrance:Women:Perfume
P374928,Lancôme,4.4151,Makeup:Cheek:Blush
P404768,Yves Saint Laurent,4.269,Makeup:Face:Color Correct
P399745,Lancer,3.8333,Skincare:Moisturizers:Moisturizers
P388629,Briogeo,4.2414,Hair:Hair Styling & Treatments:Hair Oil
P388616,Nails Inc.,4.5909,Makeup:Nail:Nail Polish
P99901,Dior,3.9516,Makeup:Eye:Mascara
P419515,Milk Makeup,4.7857,Makeup:Face:Concealer
P418013,Benefit Cosmetics,4.4217,Makeup:Cheek:Cheek Palettes
P406658,Ouai,4.2281,Hair:Shampoo & Conditioner:Conditioner
P417880,Smashbox,4.4646,Makeup:Face:Highlighter
P398013,Sephora Collection,3.6384,Makeup:Face:Setting Spray & Powder
P411020,The Estée Edit,4.4406,Makeup:Face:Face Primer
P375126,Hermès,4.747,Fragrance:Women:Perfume
P410205,Phyto,5.0,Hair:Shampoo & Conditioner:Shampoo
P380653,Tocca,3.3333,Fragrance:Women:Lotions & Oils
P270607,Bobbi Brown,4.2632,Skincare:Cleansers:Toners
P270555,Bobbi Brown,4.3283,Makeup:Face:Concealer
P392245,Drunk Elephant,4.5896,Skincare:Moisturizers:Face Oils
P399744,Lancer,4.25,Skincare:Moisturizers:Moisturizers
P388953,Nudestix,4.1875,Makeup:Eye:Eyeshadow
P294810,Bobbi Brown,4.1527,Makeup:Lip:Lip Gloss
P417346,Natasha Denona,1.0,Makeup:Eye:Eyeliner
P410753,Benefit Cosmetics,4.6244,Makeup:Eye:Eyebrow
P404106,Becca,3.5595,Makeup:Face:Foundation
P403809,Cinema Secrets,3.5714,Makeup:Brushes & Applicators:Sponges & Applicators
P38347,Benefit Cosmetics,4.4805,Makeup:Cheek:Blush
P297547,Origins,4.2638,Skincare:Masks:Face Masks
P382282,Tom Ford,4.0,Men:Shaving:Aftershave
P283508,Benefit Cosmetics,4.3677,Skincare:Moisturizers:Moisturizers
P398540,Sephora Collection,3.7073,Makeup:Brushes & Applicators:Face Brushes
P382431,Make Up For Ever,4.5789,Makeup:Brushes & Applicators:Eye Brushes
P286202,Clean,2.8737,Bath & Body:Body Care:Deodorant & Antiperspirant
P404820,Kevyn Aucoin,4.5333,Makeup:Accessories:Eyelash Curlers
P404247,Marc Jacobs Beauty,4.1742,Makeup:Eye:Eyeliner
P375127,Hermès,4.7193,Fragrance:Women:Perfume
P401161,T3,4.0455,Hair:Hair Tools:Curling Irons
P416215,Bite Beauty,4.6,Makeup:Lip:Lip Liner
P393675,Kate Somerville,4.2736,Skincare:Treatments:Blemish & Acne Treatments
P414676,Sephora Collection,4.7647,Makeup:Brushes & Applicators:Face Brushes
P411391,It Cosmetics,4.1688,Makeup:Eye:Under-Eye Concealer
P416901,Milk Makeup,3.7647,Makeup:Cheek:Highlighter
P380966,Hermès,5.0,Fragrance:Men:Bath & Shower
P412046,Ellis Brooklyn,4.3636,Fragrance:Women:Perfume
P405580,Rita Hazan,3.8571,Hair:Shampoo & Conditioner:Shampoo
P411527,Wander Beauty,3.0,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P379510,Lancôme,4.2767,Skincare:Treatments:Face Serums
P395697,Hourglass,4.4252,Makeup:Cheek:Bronzer
P380960,Clean,3.6667,Fragrance:Women:Bath & Shower
P259615,Too Faced,3.8207,Makeup:Lip:Lip Balm & Treatment
P410513,Make Up For Ever,4.186,Makeup:Eye:Eye Palettes
P384099,Urban Decay,4.4231,Makeup:Eye:Eye Palettes
P400907,Black Up,5.0,Makeup:Brushes & Applicators:Eye Brushes
P270591,Bobbi Brown,4.1163,Skincare:Treatments:Face Serums
P385695,Sephora Collection,4.3302,Hair:Hair Tools:Hair Straighteners & Flat Irons
P404706,Hourglass,3.9593,Makeup:Face:Highlighter
P385261,Clarins,4.095,Skincare:Self Tanners:For Face
P419505,Givenchy,0.0,Makeup:Lip:Lipstick
P255110,Laura Mercier,3.996,Makeup:Face:Setting Spray & Powder
P378145,Bobbi Brown,4.2025,Makeup:Eye:Eyeshadow
P378285,Estée Lauder,3.881,Makeup:Face:BB & CC Cream
P405081,Yves Saint Laurent,3.2973,Makeup:Face:Highlighter
P410663,Wildfox,4.5,Fragrance:Women:Lotions & Oils
P403707,Benefit Cosmetics,4.313,Makeup:Eye:Mascara
P385354,Maison Margiela,4.0637,Fragrance:Women:Perfume
P384534,Living Proof,3.8063,Hair:Shampoo & Conditioner:Conditioner
P400913,Black Up,3.3,Makeup:Eye:Eyeshadow
P387671,Make Up For Ever,4.6283,Makeup:Eye:Eyeshadow
P384910,Urban Decay,4.1334,Makeup:Lip:Lip Gloss
P404833,Anastasia Beverly Hills,4.35,Makeup:Face:Contour
P384921,Marc Jacobs Beauty,4.8426,Makeup:Brushes & Applicators:Eye Brushes
P375125,Hermès,4.3095,Fragrance:Women:Perfume
P415799,Yves Saint Laurent,4.8571,Fragrance:Women:Perfume
P419283,Pretty Vulgar,5.0,Makeup:Lip:Lip Gloss
P409101,Clinique,4.2969,Skincare:Cleansers:Face Wash & Cleansers
P377405,Alterna Haircare,4.4636,Hair:Shampoo & Conditioner:Shampoo
P385742,Shiseido,4.0,Makeup:Face:Foundation
P379221,Benefit Cosmetics,2.9703,Makeup:Face:Face Primer
P174900,Lavanila,4.4536,Fragrance:Women:Perfume
P419471,Sephora Collection,0.0,Makeup:Brushes & Applicators:Face Brushes
P385659,Tocca,4.2857,Bath & Body:Body Moisturizers:Hand Cream & Foot Cream
P218791,Dior,4.2853,Makeup:Eye:Mascara
P409814,Black Up,5.0,Makeup:Brushes & Applicators:Face Brushes
P394151,Maison Margiela,4.0667,Men:Fragrance:Cologne
P244437,Shiseido,4.3319,Tools & Brushes:Accessories:Eyelash Curlers
P392813,Guerlain,2.25,Fragrance:Women:Body Mist & Hair Mist
P407674,Lancôme,3.9388,Makeup:Eye:Mascara
P309310,Sunday Riley,4.4341,Skincare:Cleansers:Face Wash & Cleansers
P385561,Sephora Collection,3.6608,Makeup:Lip:Lipstick
P404929,Surratt Beauty,4.5312,Makeup:Eye:Eyeshadow
P412322,Blendsmart,5.0,Makeup:Brushes & Applicators:Face Brushes
P286513,Sephora Collection,4.266,Makeup:Eye:Eyebrow
P396748,Tatcha,4.7105,Skincare:Cleansers:Exfoliators
P386053,Laura Mercier,4.1149,Makeup:Face:Face Primer
P413402,Bobbi Brown,3.9333,Makeup:Eye:Eyeliner
P394937,Laura Mercier,3.8556,Makeup:Face:Foundation
P228913,Beautyblender,4.5154,Makeup:Brushes & Applicators:Sponges & Applicators
P140905,Laura Mercier,3.7672,Makeup:Face:Face Primer
P61040,Bareminerals,4.0598,Makeup:Brushes & Applicators:Face Brushes
P294812,Bobbi Brown,4.3982,Makeup:Lip:Lipstick
P375363,Shiseido,3.9861,Makeup:Face:Foundation
P397059,James Read,3.5833,Skincare:Self Tanners:For Body
P407477,Blendsmart,4.0,Makeup:Brushes & Applicators:Face Brushes
P190247,Guerlain,3.9437,Makeup:Lip:Lip Balm & Treatment
P417207,Jo Malone London,0.0,Fragrance:Women:Bath & Shower
P416366,Dior,4.6,Makeup:Lip:Lip Balm & Treatment
P414220,Sephora Collection,5.0,Makeup:Accessories:Makeup Bags & Travel Cases
P412081,Moroccanoil,4.6364,Hair:Shampoo & Conditioner:Conditioner
P416419,Tarte,4.0,Makeup:Eye:False Eyelashes
P416409,Clinique,4.1111,Makeup:Lip:Lip Sets
P7823,Fresh,,
P379128,Becca,4.3577,Makeup:Face:Setting Spray & Powder
P404495,Benefit Cosmetics,2.1667,Skincare:Masks:Sheet Masks
P409516,Giorgio Armani Beauty,4.2667,Fragrance:Women:Perfume
P393847,Atelier Cologne,4.3333,Fragrance:Women:Lotions & Oils
P405143,Bareminerals,4.3478,Skincare:Moisturizers:Moisturizers
P401426,Make Up For Ever,1.8462,Tools & Brushes:Accessories:Makeup & Travel Cases
P102504,Dermadoctor,4.0591,Skincare:Eye Care:Eye Creams & Treatments
P302916,Urban Decay,4.6581,Makeup:Eye:Eye Palettes
P412424,Make Up For Ever,5.0,Makeup:Lip:Lip Sets
P385113,Sephora Collection,4.6853,Hair:Hair Tools:Hair Accessories
P400609,Caudalie,4.0417,Skincare:Moisturizers:Night Creams
P381823,Beautyblender,4.315,Makeup:Brushes & Applicators:Sponges & Applicators
P417646,Bareminerals,4.4444,Makeup:Cheek:Bronzer
P415645,Sephora Collection,3.2692,Makeup:Lip:Lipstick
P408702,Make Up For Ever,3.1111,Makeup:Face:Color Correct
P411889,It Cosmetics,3.3137,Makeup:Face:BB & CC Cream
P398736,Shiseido,4.236,Makeup:Eye:Mascara
P410532,Hourglass,4.0355,Makeup:Face:Foundation
P417919,Sephora Collection,4.0,Makeup:Accessories:Makeup Bags & Travel Cases
P211613,Clinique,4.3585,Makeup:Face:Foundation
P284717,Urban Decay,4.496,Makeup:Eye:Eye Primer
P412317,Black Up,4.75,Makeup:Face:Tinted Moisturizer
P259605,Clinique,4.183,Makeup:Face:Foundation
P389027,Mugler,4.0,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P281400,Nars,4.3273,Makeup:Lip:Lipstick
P377750,Blinc,3.7429,Makeup:Eye:Mascara
P375258,T3,4.1918,Hair:Hair Tools:Hair Accessories
P408029,Madam C.J. Walker Beauty Culture,3.8333,Hair:Hair Styling & Treatments:Hair Styling Products
P389185,Nars,3.5024,Makeup:Face:Foundation
P59457,Amazing Cosmetics,4.3235,Makeup:Brushes & Applicators:Face Brushes
P407381,Clinique,4.8182,Skincare:Self Tanners:For Face
P395637,Make Up For Ever,3.432,Makeup:Lip:Lip Gloss
P414232,Sephora Collection,4.7333,Makeup:Brushes & Applicators:Eye Brushes
P404712,Dior,4.1163,Makeup:Lip:Lip Balm & Treatment
P414675,Sephora Collection,5.0,Makeup:Brushes & Applicators:Face Brushes
P404918,Deborah Lippmann,4.0,Makeup:Nail:Gel Nails at Home
P375939,Lancôme,4.6177,Fragrance:Women:Perfume
P394811,Surratt Beauty,5.0,Makeup:Brushes & Applicators:Eye Brushes
P410652,Clinique,3.5,Skincare:Value & Gift Sets
P386052,Nars,3.4167,Makeup:Brushes & Applicators:Face Brushes
P290634,Benefit Cosmetics,4.3974,Makeup:Lip:Lip Stain
P109908,Laura Mercier,4.4854,Makeup:Face:Setting Spray & Powder
P402704,Surratt Beauty,3.5625,Makeup:Lip:Lipstick
P386194,Supergoop!,4.2149,Skincare:Sun Care:Face Sunscreen
P391636,Skin Inc.,3.697,Skincare:Treatments:Face Serums
P400252,Fresh,3.95,Bath & Body:Bath & Shower:Scrub & Exfoliants
P408665,Sephora Collection,3.5521,Makeup:Eye:False Eyelashes
P398719,Tria,3.7234,Skincare:Eye Care:Eye Creams & Treatments
P390726,Shiseido,4.5,Makeup:Face:Foundation
P399352,Bvlgari,4.2857,Fragrance:Women:Perfume
P405237,Givenchy,3.7857,Makeup:Face:Face Primer
P407486,Rahua,3.3258,Hair:Shampoo & Conditioner:Shampoo
P410170,Beautyblender,3.5143,Tools & Brushes:Makeup Brushes & Applicators:Sponges & Applicators
P380708,Marc Jacobs Beauty,3.964,Makeup:Face:Foundation
P61005,Bareminerals,4.5859,Makeup:Face:Setting Spray & Powder
P109905,Laura Mercier,4.363,Makeup:Lip:Lipstick
P302919,Tarte,4.6737,Makeup:Brushes & Applicators:Face Brushes
P253810,Bareminerals,4.4335,Makeup:Face:Setting Spray & Powder
P376619,Cover Fx,4.0323,Makeup:Brushes & Applicators:Face Brushes
P394259,Tarte,4.5795,Makeup:Brushes & Applicators:Face Brushes
P12630,Make Up For Ever,3.7172,Makeup:Face:Color Correct
P387835,Benefit Cosmetics,3.8065,Fragrance:Women:Body Mist & Hair Mist
P285153,Alterna Haircare,4.2979,Hair:Shampoo & Conditioner:Conditioner
P383163,Koh Gen Do,4.4681,Makeup:Face:Highlighter
P406254,Drybar,4.0682,Hair:Hair Styling & Treatments:Hair Styling Products
P387885,Sephora Collection,4.5873,Makeup:Eye:Mascara
P407334,Algenist,4.0476,Skincare:Treatments:Face Serums
P417711,Nest,0.0,Fragrance:Candles & Home Scents
P400893,Black Up,2.8,Makeup:Eye:Eyeliner
P217935,Lancôme,4.4623,Skincare:Cleansers:Face Wash & Cleansers
P380650,Tocca,4.5,Fragrance:Women:Bath & Shower
P388507,Atelier Cologne,3.0,Fragrance:Women:Bath & Shower
P394816,Surratt Beauty,5.0,Makeup:Brushes & Applicators:Face Brushes
P404043,Sephora Collection,4.2553,Tools & Brushes:Makeup Brushes & Applicators:Face Brushes
P109929,Laura Mercier,4.1757,Makeup:Face:Face Primer
P410554,Urban Decay,4.2,Makeup:Brushes & Applicators:Face Brushes
P409763,Dior,4.2128,Makeup:Face:Color Correct
P380652,Tocca,4.2857,Fragrance:Women:Bath & Shower
P393960,Kevyn Aucoin,3.75,Makeup:Brushes & Applicators:Face Brushes
P397423,Smashbox,4.3604,Makeup:Makeup Palettes
P395359,Sephora Collection,4.2877,Tools & Brushes:Accessories:Tweezers & Eyebrow Tools
P377821,Dior,4.2157,Makeup:Eye:Mascara
P417200,Jo Malone London,0.0,Fragrance:Women:Lotions & Oils
P406049,Make Up For Ever,3.6244,Makeup:Eye:Eyeliner
P104006,Nars,4.4958,Makeup:Cheek:Bronzer
P6430,Dior,,
P417215,Jo Malone London,0.0,Fragrance:Women:Lotions & Oils
P381176,Becca,4.6209,Makeup:Face:Highlighter
P385317,Nest,4.4377,Fragrance:Women:Perfume
P410772,Yves Saint Laurent,4.7551,Makeup:Face:Highlighter
P155706,Lancôme,4.4368,Skincare:Cleansers:Toners
P262303,Lancôme,3.8504,Makeup:Eye:Mascara
P399336,Drybar,3.8571,Hair:Shampoo & Conditioner:Conditioner
P391632,Skin Inc.,3.7143,Skincare:Treatments:Face Serums
P393167,Tom Ford,4.2414,Fragrance:Women:Perfume
P374580,Clinique,3.5854,Makeup:Eye:Mascara
P407892,Omorovicza,4.7308,Skincare:Masks:Face Masks
P270539,Bobbi Brown,4.3332,Makeup:Eye:Eyeliner
P382355,Dr. Jart+,4.5339,Skincare:Treatments:Face Serums
P401445,Christophe Robin,3.2,Hair:Shampoo & Conditioner:Shampoo
P393661,Becca,4.0501,Makeup:Face:Concealer
P270570,Bobbi Brown,4.5522,Makeup:Cheek:Blush
P313016,Sephora Collection,4.6126,Makeup:Brushes & Applicators:Face Brushes
P178410,Fresh,4.4457,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P158705,Lancôme,3.619,Skincare:Eye Care:Eye Creams & Treatments
P388703,Carven,4.2,Fragrance:Women:Perfume
P408986,Yves Saint Laurent,4.4,Fragrance:Women:Lotions & Oils
P386376,Clinique,3.9286,Makeup:Face:BB & CC Cream
P280567,Bumble And Bumble,4.2058,Hair:Shampoo & Conditioner:Shampoo
P376531,Cover Fx,4.5517,Makeup:Brushes & Applicators:Face Brushes
P400172,Bobbi Brown,3.6148,Makeup:Face:Concealer
P388766,Aerin,4.8462,Fragrance:Women:Perfume
P205614,Shiseido,3.6148,Skincare:Eye Care:Eye Creams & Treatments
P417920,Sephora Collection,5.0,Makeup:Brushes & Applicators:Brush Sets
P410166,Bite Beauty,3.6724,Makeup:Lip:Lipstick
P382093,Nest,3.9797,Fragrance:Women:Perfume
P409800,Sephora Collection,4.4,Skincare:Cleansers:Face Wipes
P378165,Drybar,3.8312,Hair:Hair Tools:Curling Irons
