ppid,brand,stars,category
P398996,Burberry,4.1148,Makeup:Face:Foundation
P415921,Sephora Collection,5.0,Makeup:Lip:Lipstick
P143329,Clinique,4.1683,Skincare:Sun Care:Face Sunscreen
P36740,Ralph Lauren,4.6928,Fragrance:Men:Cologne
P397915,Nars,4.5435,Makeup:Eye:Eyeshadow
P406018,The Estée Edit,4.3604,Makeup:Lip:Lipstick
P400351,Elizabeth And James,4.1975,Hair:Shampoo & Conditioner:Dry Shampoo
P303303,Sephora Collection,3.2896,Makeup:Eye:Mascara
P397508,Buxom,4.1429,Makeup:Eye:Eye Palettes
P416938,Guerlain,4.5,Fragrance:Women:Perfume
P406550,Keranique,3.9091,Hair:Shampoo & Conditioner:Shampoo
P384744,Make Up For Ever,4.6959,Makeup:Cheek:Blush
P385465,Versace,4.4725,Fragrance:Women:Perfume
P382379,Make Up For Ever,4.5976,Makeup:Brushes & Applicators:Face Brushes
P399755,Glo Science,3.0952,Skincare:High Tech Tools:Teeth Whitening
P413668,Acqua Di Parma,0.0,Fragrance:Women:Lotions & Oils
P283903,Bite Beauty,4.4758,Makeup:Lip:Lipstick
P410307,Boscia,4.04,Skincare:High Tech Tools:Cleansing
P385592,Sephora Collection,4.5245,Hair:Hair Tools:Hair Brushes & Combs
P411907,Bvlgari,0.0,Fragrance:Women:Bath & Shower
P408458,Black Up,2.4286,Makeup:Face:Setting Spray & Powder
P393859,Ciaté London,3.9833,Makeup:Lip:Lipstick
P417224,Jo Malone London,5.0,Fragrance:Candles & Home Scents
P412577,Sephora Collection,3.2,Tools & Brushes:Makeup Brushes & Applicators:Makeup Brush Sets
P395532,Sephora Collection,4.1979,Makeup:Lip:Lip Liner
P415232,Kat Von D,4.5996,Makeup:Face:Highlighter
P297524,Origins,4.3229,Skincare:Masks:Face Masks
P392631,Erno Laszlo,4.6275,Skincare:Cleansers:Face Wash & Cleansers
P399008,Burberry,4.0,Makeup:Face:Foundation
P387052,Yves Saint Laurent,4.3014,Makeup:Eye:Eye Palettes
P405207,Shiseido,4.4853,Makeup:Face:Foundation
P414110,Lancer,3.6667,Skincare:Masks:Face Masks
P406522,Stella Mccartney,0.0,Fragrance:Women:Lotions & Oils
P418800,Kat Von D,5.0,Makeup:Face:Setting Spray & Powder
P408982,Acqua Di Parma,0.0,Fragrance:Men:Bath & Shower
P392811,Foreo,3.1538,Skincare:High Tech Tools:Teeth Whitening
P397112,Klorane,5.0,Hair:Hair Styling & Treatments:Hair Masks
P96611,Giorgio Armani Beauty,4.7581,Fragrance:Men:Cologne
P411909,Bvlgari,0.0,Fragrance:Women:Bath & Shower
P411825,Natasha Denona,3.8571,Makeup:Face:Face Primer
P391765,Dr. Jart+,3.3729,Skincare:Lip Treatments:Lip Balms & Treatments
P416200,Nars,4.25,Makeup:Face:Concealer
P409192,Korres,5.0,Fragrance:Women:Perfume
P386048,Nars,3.9091,Makeup:Brushes & Applicators:Eye Brushes
P392349,Marc Jacobs Beauty,4.6428,Makeup:Lip:Lip Liner
P382500,Clinique,2.9688,Makeup:Face:Face Primer
P392211,Nest,4.0,Fragrance:Women:Lotions & Oils
P297132,Sephora Collection,4.2449,Skincare:Cleansers:Face Wash & Cleansers
P293010,Clinique,3.8679,Makeup:Face:BB & CC Cream
P398737,Cover Fx,4.41,Skincare:Treatments:Face Serums
P407379,Wander Beauty,4.5806,Makeup:Eye:Eyeshadow
P418551,Nest,0.0,Fragrance:Women:Bath & Shower
P193614,Fresh,4.4485,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P415217,Beautyblender,4.3571,Makeup:Brushes & Applicators:Sponges & Applicators
P171917,Fresh,4.4676,Fragrance:Women:Perfume
P405802,Clinique,3.4615,Makeup:Lip:Lip Stain
P408970,Rms Beauty,3.9583,Makeup:Face:Highlighter
P413261,Cover Fx,4.5938,Makeup:Face:Highlighter
P400214,Erborian,4.7308,Skincare:High Tech Tools:Anti-Aging
P408314,Benefit Cosmetics,5.0,Tools & Brushes:Accessories:Tweezers & Eyebrow Tools
P411358,Skin Inc.,3.375,Skincare:Treatments:Face Serums
P383308,Kate Somerville,3.7333,Skincare:Eye Care:Eye Creams & Treatments
P397207,Klorane,4.3636,Hair:Shampoo & Conditioner:Conditioner
P415650,Rms Beauty,4.5,Makeup:Cheek:Bronzer
P9889,Smashbox,,
P406017,The Estée Edit,2.9038,Makeup:Lip:Lipstick
P419281,Pretty Vulgar,5.0,Makeup:Face:Concealer
P217907,Make Up For Ever,4.2033,Makeup:Eye:Mascara
P417214,Jo Malone London,0.0,Fragrance:Women:Lotions & Oils
P234100,Philosophy,4.3937,Fragrance:Women:Perfume
P380648,Tom Ford,3.2727,Fragrance:Women:Lotions & Oils
P173620,Shiseido,4.2693,Skincare:Eye Care:Eye Creams & Treatments
P253313,Givenchy,4.6115,Makeup:Cheek:Blush
P396734,Briogeo,4.2865,Hair:Hair Styling & Treatments:Hair Styling Products
P392524,Fresh,4.2,Bath & Body:Bath & Shower:Body Wash & Shower Gel
P409065,Ciaté London,4.5,Makeup:Eye:Eye Palettes
P260313,Smashbox,4.3717,Makeup:Eye:Eyebrow
P379418,Marc Jacobs Beauty,4.7532,Makeup:Brushes & Applicators:Face Brushes
P268711,Make Up For Ever,3.4286,Makeup:Eye:Eyeliner
P387709,Givenchy,4.6154,Makeup:Cheek:Blush
P392472,Clinique,3.9867,Skincare:Cleansers:Face Wash & Cleansers
P400005,Phyto,4.1026,Hair:Hair Styling & Treatments:Hair Masks
P404358,Clean,4.2,Fragrance:Women:Perfume
P382319,Pink Sugar,4.0769,Fragrance:Women:Body Mist & Hair Mist
P396021,Too Faced,3.6566,Makeup:Lip:Lipstick
P378393,Sachajuan,5.0,Hair:Hair Styling & Treatments:Scalp & Hair Treatments
P392648,Bobbi Brown,4.35,Skincare:Moisturizers:Moisturizers
P394534,Yves Saint Laurent,4.6382,Fragrance:Women:Perfume
P385586,Bobbi Brown,4.0556,Makeup:Eye:Eyeliner
P387420,Amika,4.0,Hair:Hair Tools:Curling Irons
P122684,Clinique,3.9922,Makeup:Face:Concealer
P406214,Cover Fx,4.0909,Makeup:Face:Color Correct
P393153,Tom Ford,4.8889,Fragrance:Women:Perfume
P380595,Pink Sugar,3.6,Fragrance:Women:Lotions & Oils
P385587,Bobbi Brown,4.5373,Makeup:Lip:Lip Liner
P406576,Anastasia Beverly Hills,4.7245,Makeup:Face:Highlighter
P380620,Dior,4.5,Fragrance:Women:Bath & Shower
P385350,Maison Margiela,4.6238,Fragrance:Men:Cologne
P389556,Tarte,3.6667,Makeup:Cheek:Blush
P417146,Lancôme,4.2991,Makeup:Face:Concealer
P407054,Madam C.J. Walker Beauty Culture,4.0,Hair:Shampoo & Conditioner:Leave-In Conditioner
P399128,Aerin,5.0,Fragrance:Women:Lotions & Oils
P380979,Issey Miyake,3.0,Fragrance:Women:Lotions & Oils
P417221,Jo Malone London,5.0,Fragrance:Candles & Home Scents
P403326,Sephora Collection,4.2632,Makeup:Face:Face Primer
P406575,,,
P400901,Black Up,5.0,Makeup:Brushes & Applicators:Face Brushes
P307009,Bareminerals,4.4478,Makeup:Cheek:Bronzer
P408721,Huda Beauty,3.5209,Makeup:Lip:Lip Liner
P403808,Marc Jacobs Beauty,2.3684,Makeup:Eye:Mascara
P116610,Peter Thomas Roth,4.2115,Skincare:Eye Care:Eye Creams & Treatments
P400903,Black Up,0.0,Makeup:Brushes & Applicators:Eye Brushes
P122751,Clinique,4.416,Makeup:Lip:Lipstick
P391790,Benefit Cosmetics,2.9091,Makeup:Face:Face Primer
P396521,Bareminerals,4.4286,Makeup:Brushes & Applicators:Face Brushes
P398905,Clinique,3.6946,Makeup:Eye:Mascara
P386501,Pinch Provisions,4.9091,Tools & Brushes:Value & Gift Sets
P407056,Madam C.J. Walker Beauty Culture,4.5906,Hair:Hair Styling & Treatments:Scalp & Hair Treatments
